1	http://bola.kompas.com/read/2016/05/12/09290078/Hiddink.Puas.dengan.Penampilan.Chelsea	12 Mei 2016	"Hiddink Puas dengan Penampilan Chelsea. Liverpool, KOMPAS.com - Manajer Chelsea, Guus Hiddink, memuji penampilan anak asuhnya saat melawan Liverpool di stadion Anfield, Rabu (11/5/2016) atau Kamis dini hari WIB. Laga tersebut berakhir imbang 1-1. The Blues sempat unggul terlebih dulu berkat gol spektakuler Eden Hazard pada menit ke-32. Namun, kemenangan Chelsea yang sudah di depan mata harus buyar setelah kiper Asmir Begovic melakukan kesalahan fatal pada masa injury time. Begovic tak sempurna menepis bola dari umpan silang Sheyi Ojo sehingga Christian Benteke berhasil memanfaatkan kesalahan tersebut menjadi gol penyama kedudukan. ""Tentu saja mengecewakan kemasukan pada menit akhir, tetapi saya bisa katakan Chelsea tampil sempurna malam ini. Kami bertahan dengan baik. Kami juga menyerang dengan baik, salah satunya berujung gol indah Hazard,"" kata Hiddink seperti dikutip dari situs resmi klub. ""Setelah itu, kami memiliki peluang mencetak gol kedua. Namun, kami gagal memanfaatkan 2-3 peluang terbuka pada babak kedua. Secara umum, saya sangat puas dengan penampilan tim,"" tutur Hiddink. Dalam kesempatan itu, Hiddink juga memuji penampilan apik Hazard. Hiddink mengaku yakin Hazard akan kembali menemukan permainan terbaiknya. ""Dia merasakan musim yang sulit. Dia sering mengalami cedera dan hal tersebut membuat dia rentan secara fisik,"" kata Hiddink mengomentari pemain asal Belgia itu. ""Pada pekan lalu, Hazard menjalani program untuk mengembalikan kebugarannya. Dia terus berupaya menemukan permaianan terbaiknya dan Anda bisa melihat hasilnya,"" ujarnya. "
2	http://bola.kompas.com/read/2016/05/10/20161558/Akhirnya.Menpora.Cabut.Pembekuan.PSSI	10 Mei 2016	"Akhirnya Menpora Cabut Pembekuan PSSI. JAKARTA, KOMPAS.com — Menteri Pemuda dan Olahraga (Menpora) Imam Nahrawi akhirnya menandatangani surat keputusan (SK) pencabutan pembekuan PSSI. Hal itu dilakukan politisi PKB tersebut pada Selasa (10/5/2016) petang WIB. Imam, yang sebelum mengumumkan pencabutan pembekuan PSSI ini menahan napas, akhirnya mengungkapkan keputusan terbarunya. ""Saya baru saja menandatangani SK pembekuan PSSI. Saya cabut surat yang pernah saya keluarkan,"" kata Imam Nahrawi di Kantor Kemenpora. ""Ini semata-mata demi menghormati MK (Mahkamah Konstitusi), menghargai komitmen FIFA, seperti yang sudah disuratkan Mensesneg (Menteri Sekretaris Negara Pratikno). Surat itu berupa sebuah komitmen besar untuk reformasi sepak bola Indonesia,"" lanjutnya. Imam Nahrawi juga mengatakan, keputusan ini juga untuk menghormati voters dalam melakukan perubahan internal federasi. ""Ini karena kami pantas untuk mengawal dan mengawasi itu lalu memastikan bahwa rencana perubahan itu sesuai aturan. Ya, aturan FIFA, AFC, ataupun federasi (PSSI),"" ucap Imam. Sebelumnya, Pemerintah Indonesia melalui Kementerian Pemuda dan Olahraga (Kemenpora) menjatuhkan hukuman kepada PSSI per 17 April 2015. Sejak tanggal itu, semua aktivitas PSSI tidak diakui. SK pembekuan bernomor 01307 dengan tahun 2015 tersebut dirilis Kemenpora pada Sabtu (18/4/2015). Menpora menandatangani SK itu sehari sebelum pembekuan itu diumumkan. Efek dari pembekuan itu, FIFA menilai, PSSI diintervensi oleh pemerintah. FIFA kemudian menjatuhkan sanksi untuk Indonesia per 30 Mei 2015. "
3	http://inet.detik.com/read/2016/05/12/092643/3208494/319/logo-baru-instagram-tuai-cibiran	12 Mei 2016	"Logo Baru Instagram Tuai Cibiran. Jakarta - Tak semua suka dengan perubahan logo Instagram. Dari logo kamera ikoniknya itu, sekarang berubah minimalis dengan warna cerah perpaduan ungu, pink, orange serta kuning. Perubahan drastis dan mendadak itu menimbulkan pro dan kontra di kalangan penggunan Instagram. Rupanya lumayan banyak yang menyayangkan mengapa logo Instagram harus berubah total. ""Sori Instagram, tapi logo baru ini jelek. Kenapa harus mengubah sesuatu yang sudah bagus? Logo lamamu sudah keren,"" tulis pengguna Twitter bernama Elizabeth Rostan. ""Logo baru Instagram sangatlah jelek. Mereka bodoh karena telah mengubahnya,"" tulis pengguna Twitter yang lain, menyuarakan ketidaksenangannya terhadap logo baru Instagram. Tak hanya netizen yang menyuarakan ketidakpuasannya, tapi juga dari pakar desain. ""Mungkin perubahan ini akan menjadi salah satu kegagalan desain terbesar di tahun ini,"" kata Tim Nudd, editor kreatif di majalah Adweek yang detikINET kutip dari Wall Street Journal. ""Logo baru ini sangat mudah dilupakan yang akan hilang di ponsel, di antara desain kebanyakan aplikasi teknologi lain yang juga tidak menginspirasi. Bisakah kita mengubahnya seperti dulu lagi?"" tambah dia. Seperti diberitakan, menurut Head of Design Instagram Ian Spalter, alasan pihaknya mengganti logo untuk pertama kalinya dalam jangka lima tahun ini tak lain untuk menghadirkan desain yang lebih sesuai dengan estetika pengguna aplikasi. ""Logo dan desain Intsagram mulai terasa..tidak merefleksikan komunitas. Dan jujur kami merasa kami bisa membuatnya jadi lebih baik,"" tutur Spalter. Perubahan tak hanya terjadi pada logo, tapi juga tampilan antar muka di dalam Instagram. Di mana kini tampilan dalam diberi warna monochrome, perpaduan hitam dan putih. Sementara untuk notifikasinya diubah dari warna oranye ke warna merah."
4	http://inet.detik.com/read/2016/05/12/101928/3208549/328/xl-perluas-jangkauan-4g-lte-di-yogyakarta	12 Mei 2016	"XL Perluas Jangkauan 4G LTE di Yogyakarta. Yogyakarta - Penggunaan data warga Yogyakarta kian meningkat. Menyadari hal tersebut, XL Axiata melakukan perluasan cakupan layanan 4G LTE di Kota Gudeg. Peresmian peningkatan kualitas layanan 4G ini dilangsungkan di halaman Candi Prambanan pada Rabu malam (11/5/2016). Acara tersebut dihadir Asisten 2 Gubernur Daerah Istimewa Yogyakarta Gatot Saptadi, Walikota Yogyakarta Haryadi Suyuti dan CEO XL Axiata Dian Siswarini. Dalam kata sambutannya Dian Siswarini mengatakan Yogyakarta merupakan tempat istimewa bagi pihaknya. Daerah ini menjadi miniatur Indonesia karena banyak pelajar dari berbagai wilayah di tanah air. ""Melayani Yogya seperti melayani seluruh penduduk Indonesia,"" ujar Dian. Selain alasan itu, penggunaan data di Yogyakarta juga terbilang tinggi. Pada masa Ramadan dan mudik lebaran misalnya, bila daerah lain hanya trafik data meningkat 40-50%, di Yogyakarta bisa mencapai 100%. Untuk itu mereka melakukan perluasan kapasitas dan meningkatkan kecepatan 4G LTE. XL kini mempergunakan frekuensi 1.800 MHz sepanjang 15 MHz untuk mengelar layanan internet di jaringan generasi keempat di Yogyakarta. Dijelaskan Dian layanan 4G LTE XL hadir di Yogyakarta pada 2014 silam. Kala itu operator yang identik berwarna biru itu mempergunakan frekuensi 900 MHz. Setelah pemerintah melakukan penataan ulang frekuensi 1800 MHz dan memberikan izin penggunaan frekuensi tersebut untuk layanan internet cepat 4G LTE sekitar Oktober 2015, barulah XL menerapkan frekuensi 1800 MHz di Yogyakarta pada Mei ini. ""Layanan 4G LTE di Yoyakarta kini meng-cover wilayah yang lebih luas dari sebelumnya. Selain area di dalam wilayah Kota Yogyakarta, 4G LTE mencakup wilayah Mlati, Depok, Sewon, Kotagede, Gamping, Kaliurang, Sedayu, dan Pathuk,"" papar wanita berkacamata ini. XL sendiri telah mengoperasikan 215 BTS 4G yang tersebar di berbagai area di dalam kota Yogyakarta dan sekitarnya. Infrastruktur tersebut akan menopang layanan untuk sekitar 627 ribu pelanggan data. Operator yang identik berwarna biru ini akan menambah kembali jumlahnya hingga akhir tahun ini. Alhasil makin dapat mengkoneksikan 1,9 juta pelanggan XL di Yogyakarta"
5	http://www.merdeka.com/jakarta/deretan-pelanggaran-pengembang-di-proyek-reklamasi-pantai-jakarta.html	12 Mei 2016	"Deretan pelanggaran pengembang di proyek reklamasi Pantai Jakarta. Merdeka.com - Kementerian Lingkungan Hidup dan Kehutanan hari ini mengeluarkan Surat Keputusan bagi para pengembang proyek reklamasi di pantai utara Jakarta. Masing-masing pengembang diberikan SK yang harus dilakukan oleh para pengembang selama moratorium. Pada PT Kapuk Naga Indah, KLHK memberikan SK No. 354/Menlhk/Setjen/Kum.9/5/2016. Dalam SK tersebut ada beberapa hal yang harus dipenuhi selama moratorium. Pertama, mengenakan sanksi administratif paksaan pemerintah berupa penghentian sementara seluruh kegiatan reklamasi. Sebab, PT. KNI dinilai melakukan pelanggaran izin lingkungan. ""Material pasir melebihi kapasitas. Yang tercantum dalam izin sebesar 20.900.000 m3. Sementara kapasitas yang digunakan sebesar 23.789.861 m3,"" kata Dirjen Penegakan Hukum KLHK, Rasio Rido Sani di Pulau C dan pulau D, Jakarta Utara, Rabu (11/9). Tak hanya itu, PT. KNI juga tidak menjelaskan secara rinci sumber dan jumlah material pasir dan batu yang digunakan untuk kegiatan reklamasi. Sebab, ada perbedaan antara perusahaan penyedia pasir yang ada di dalam dokumen dengan fakta di lapangan. ""Melaksanakan reklamasi Pulau D dan Pulau C tidak sesuai dengan urutan yang seharusnya. Tidak membuat outlate channel yang memisahkan antara kedua pulau,"" kata Rido melanjutkan. Kementerian LHK juga menemukan adanya pendangkalan di sekitar area reklamasi kedua pulau tersebut. Selain itu, penggunaan batu gunung untuk membangun turap penahan gelombang di sisi utara dan sebagian timur. Padahal seharusnya menggunakan tetrapod. Untuk itu, KLHK meminta PT. KNI untuk melakukan perubahan dokumen dan izin lingkungan maksimal dalam waktu 120 hari. Melakukan pembatalan rencana kegiatan reklamasi Pulau E. Tak hanya itu ada bebarapa tenggat waktu yang juga harus diselesaikan oleh PT. KNI. ""Memperbaiki pengelolaan pasir urug agar tidak terlepas ke perairan pling lama 30 hari kalender. Memberikan data rinci terkait berbagai material reklamasi dan menyampaikan pengamatan serta pencatatan lapangan tentang tanah merah dalam lapran pelaksanaan RKL-RPL paling lama 14 hari kalender,"" tutur Rasio. Tak hanya itu, PT. KNI juga harus melakukan pengerukan pendangkalan di sekitar areal reklamasi paling lama 90 hari dan menggunakan beton tetrapod untuk membangun turap penahan gelombang. Serta melakuan kewajiban lainnya yang tercantum di dalam izin lingkungan paling lama 30 hari."
6	http://www.merdeka.com/jakarta/kementerian-lhk-minta-amdal-reklamasi-teluk-jakarta-dibuat-lengkap.html	11 Mei 2016	"Kementerian LHK minta amdal reklamasi teluk Jakarta dibuat lengkap. Merdeka.com - Kementerian Lingkungan Hidup dan Kehutanan hari ini memberikan Surat Keputusan moratorium terhadap proyek reklamasi di Pulau C, Pulau D dan Pulau G. Moratorium tersebut berisi beberapa perintah yang harus dipenuhi para pengembang terkait amdal proyek reklamasi pulau di pantai utara Jakarta. Sebab, amdal yang dibuat masing-masing pengembang hanya sebatas reklamasi yang dilakukan. Tidak dijelaskan mengenai diperuntukkan reklamasi. ""Yang kita minta adalah kajian amdalnya bukan reklamasi saja tapi peruntukan bangunan di atasnya juga,"" ujar San Afri kepada pengembang di Pulau C dan D, Jakarta Utara, Rabu (11/5). Tak hanya soal amdal, pihaknua juga mengatakan akan melakukan investigasi terkait asal usul material pengurugan di tiga pulau tersebut. Memang telah dijelaskan dalam amdal yng dibut, namun tidak dijelaskan secara rinci. ""Yang lainnya akan kita lihat juga kita sebut itu mitigasi galian , urugan itu juga harus kita lihat. Karena ternyata ada memang dijelaskan di amdalnya tapi tidak dijelaskan secara terperinci dan tidak masuk dalam hitungan. Jadi kita akan menindak tegas hal tersebut. Kata San Afri, sebagian besar amdal yang dibuat menyatakan tanah urugan berasal dari Pulau Tunda, Serang, Banten. Namun terkait lokasi persisnya dia masih belum mengetahui. ""Sebagian besar mengatakan dari pualu tunda, tapi enggak tau pulau tunda yang mana,"" ucap dia. Untuk itu, pihaknya akan langsung mencari tahu kebenaran asal tanah urugan yang digunakan. Sebab untuk melakukan pengurugan pulau dipastikan menggunakan banyak material. Karenanya harus dikaji asalnya apakah menimbulkan dampak baru atau tidak."
7	http://economy.okezone.com/read/2016/05/12/320/1386463/mendag-sebut-tren-ekspor-baru-membaik-di-2016	12 Mei 2016	"Mendag Sebut Tren Ekspor Baru Membaik di 2016. JAKARTA - Kementerian Perdagangan (Kemendag) mencatatkan capaian ekspor nonmigas pada 2015 menurun hingga 14 persen dibandinhkan tahun 2014. Capaian ini, sepertinya akan sama di 2016 namun trennya akan lebih baik dibandingkan 2015. ""Tahun ini trennya masih menciut tapi turun 4 sampai 6 persen. Artinya minusnya sudah membaik luar biasa. Jadi memang kita masih belum kembali ke pertumbuhan yang positif tapi minimal trennya membaik,"" ujar Menteri Perdagangan Thomas Lembong di Hotel Mulia Jakarta, Kamis (12/5/2016). Memang namanya menciut, kata Lembong, ekspor masih turun, tapi laju kontraksinya sudah melambat dan trade (perdagangan) sudah mulai membaik. Menurut Lembong, perdagangan apalagi ekspor tentunya sangat tergantung pada kondisi global. Rawannya ekonomi dunia ini menyebabkan shock terjadi dan ini bahaya. ""Tapi saya tetap optimistis karena lokomotif utama yang kan menarik ekonomi dunia saat ini adalah AS. Meski AS kuartal-I sangat lesu tapi prospek ke depan masih bagus karena tenaga kerja dan gaji di AS sudah mulai naik dan memang dari siklus kayaknya AS paling tepat, menjelajahi akhir tahun ini dan awal tahun depan ekonomi makin kuat, dan akan meningkatkan impor dari Asia termasuk Indonesia,"" paparnya."
8	http://economy.okezone.com/read/2016/05/12/320/1386465/daftar-prioritas-industri-yang-dikembangkan-pemerintahan-jokowi	12 Mei 2016	"Daftar Prioritas Industri yang Dikembangkan Pemerintahan Jokowi. JAKARTA - Menteri Koordinator bidang Perekonomian Darmin Nasution bersama Menteri Perindustrian Saleh Husin siang ini menggelar rapat koordinasi untuk membahas mengenai berbagai persoalan pada bidang industri. Dalam rapat kali ini, telah diputuskan beberapa sektor industri prioritas yang akan dikembangkan dalam jangka panjang oleh pemerintah. Menurut Saleh, sektor industri prioritas yang akan dikembangkan nantinya adalah sektor industri potensial yang akan dapat memberikan keuntungan jangka panjang bagi pemerintah dan swasta. Di antaranya adalah industri hulu seperti industri kimia dan Industri tambang. ""Bahas dengan Pak Menko terkait dengan bagaimana kita ke depannya untuk membangun prioritas industri yang akan dikembangkan. Misalnya di tambang, agro, arau industri-industri kimia,"" jelas Saleh saat ditemui di kantor Kementerian Koordinator bidang Perekonomian, Jakarta, Kamis (12/5/2016). ""Yang kita tahu bahwa kita perlu mengembangkan industri-industri yang ada di hulu, baik di bidang kimia, baja, atau kimia dasar. Ini yang harus terus dikembangkan,"" lanjutnya. Tak hanya itu, pemerintah juga akan mengembangkan sektor industri pada bidang farmasi. Pasalnya, selama ini 90 persen bahan baku industri di Indonesia didatangkan dari luar negeri. ""Termasuk bagaimana kita dapat mengembangkan industri yang selama ini bahan bakunya kita import, misalnya farmasi. Yang kita tahu bahan baku farmasi di tempat kita itu melimpah,"" tutupnya. Untuk mengembangkan sektor ini, pemerintah pun akan menjalin kerja sama dengan negara-negara lain. Di antaranya adalah India dan China yang saat ini telah menjadi kiblat teknologi di Asia."
9	http://otomotif.liputan6.com/read/2504473/puluhan-ribu-bikers-ducati-diprediksi-hadiri-wdw-2016	12 Mei 2016	"Puluhan Ribu Bikers Ducati Diprediksi Hadiri WDW 2016. Liputan6.com, Misano - Ducati akan menggelar acara tahunan World Ducati Week (WDW) pada 1-3 Juli mendatang di Marco Simoncelli Misano World Circuit, Italia. Berbeda dengan tahun-tahun sebelumnya, WDW di tahun ini terbilang spesial. Pasalnya, tahun ini adalah hari jadi ke-90 pabrikan asal Italia tersebut, sejak pertama kali berdiri pada 4 Juli 1926 oleh Adriano, Bruno, dan Marcello Cavalieri Ducati. Diprediksi, acara ini akan dihadiri oleh puluhan ribu bikers Ducati. Sebagai pembanding, tahun lalu saja, WDW dihadiri oleh lebih dari 65 ribu orang yang berasal dari 56 negara. Negara yang dimaksud di antaranya adalah Amerika Serikat (AS) dan Malaysia. Beragam acara akan digelar di event ini. Menurut laman resmi Ducati, beberapa di antaranya adalah kontes kotor klasik, kontes, touring, serta pameran motor-motor baru seperti all new XDiavel yang menjadi motor tercantik dalam EICMA 2015 dan Multistrada 1200 Enduro. Acara ini juga akan dimeriahkan oleh bintang balap Ducati, Casey Stoner. ""Saya tidak mau ketinggalan WDW 2016,"" ujarnya, dikutip dari Superbike News. Untuk menghadiri acara ini, peserta diharuskan membayar sejumlah tiket. Tiket terdiri dari paket satu hari atau tiga hari. Pembayaran dapat dilakukan di website resmi Ducati."
10	http://otomotif.liputan6.com/read/2504731/nissan-siap-ambil-alih-mitsubishi	12 Mei 2016	"Nissan Siap Ambil Alih Mitsubishi?. Liputan6.com, Tokyo - Nissan Motor berencana membeli lebih dari 30 persen saham Mitsubishi Motors. Jika diangkakan, persentase ini setara dengan 200 miliar yen atau US$ 1,84 miliar. Dilaporkan eksklusif oleh Asia Nikkei, rencana ini dikaitkan dengan manipulasi hasil efisiensi bahan bakar yang menimpa Mitsubishi. Merek berlogo tiga berlian ini perlu uang segar untuk mengganti kerugian konsumen dengan jumlah yang tak sedikit. Dikatakan, Mitsubishi Motors kemungkinan akan menerbitkan saham baru khusus untuk Nissan melalui private placement. Private placement sendiri sederhananya merupakan penempatan sejumlah modal tertentu melalui pembelian aset yang didasarkan atas kesepakatan antara emiten dan investor. Jika hal ini disepakati, maka Nissan akan menjadi pemegang saham yang cukup besar. Bahkan mereka akan mengalahkan Mitsubishi Heavy Industries yang hanya punya saham di Mitsubishi Motors sebanyak 20 persen. Sebetulnya sampai saat ini keduanya telah menjalin kerja sama erat. Keduanya membuat perusahaan patungan (joint venture) untuk menjual minicar. Mobil kecil ini diproduksi Mitsubishi, lalu kemudian dipasok ke Nissan. Keduanya juga berencana dalam pembuatan mobil listrik. Dengan kerjasama ini, mereka berharap bisa menandingi Honda yang memilih bekerja sama dengan Toyota dalam mengembangkan kendaraan fuel cell. Untuk diketahui, Mitsubishi adalah penyumbang terbanyak penjualan mobil mini di Jepang, dengan jumlah 60 persen. Pabrikan ini relatif kuat secara finansial. Tapi, skandal bahan bakar ini mengikis kepercayaan konsumen, yang mana dampaknya juga terasa pada penjualan kendaraan andalan mereka."
11	http://news.detik.com/internasional/3209816/mendukung-isis-wanita-arab-saudi-divonis-6-tahun-penjara	13 Mei 2016	"Mendukung ISIS, Wanita Arab Saudi Divonis 6 Tahun Penjara. Riyadh, - Seorang wanita Arab Saudi telah dijatuhi hukuman penjara enam tahun atas ""aksi-aksi hasutan"" termasuk menyatakan sumpah setia pada kelompok radikal ISIS. Menurut media Saudi Gazette seperti dilansir kantor berita AFP, Jumat (13/5/2016), pengadilan di Riyadh menjatuhkan vonis tersebut kepada wanita berumur 27 tahun itu dalam persidangan yang digelar Rabu, 11 Mei waktu setempat. Tidak disebutkan nama wanita itu. Namun harian Al-Hayat melaporkan, hakim memutuskan bahwa terdakwa hanya akan mendekam di penjara selama tiga tahun dan menangguhkan sisa masa hukumannya. Ini diputuskan setelah wanita itu menyatakan penyesalan atas perbuatannya. Namun wanita itu dilarang pergi ke luar negeri selama enam tahun. Wanita Saudi tersebut dinyatakan bersalah karena telah menyatakan sumpah setia kepada Abu Bakr al-Baghdadi, pemimpin kelompok ISIS yang telah menguasai sejumlah wilayah di Irak dan Suriah. Media-media Saudi melaporkan, wanita itu telah memposting pesan-pesan di Twitter yang isinya mendukung serangan mematikan ISIS terhadap pasukan keamanan Saudi. Dia juga telah menyerukan untuk melawan para penguasa kerajaan Saudi."
12	http://www.bbc.com/indonesia/dunia/2016/05/160513_dunia_komandan_hisbullah_tewas	13 Mei 2016	"Komandan penting Hizbullah tewas oleh serangan Israel. Seorang komandan terpenting Hizbullah tewas dalam operasi Israel di Suriah, ungkap organisasi militan Syiah berbasis Lebanon itu. Belum ada rincian tentang peristiwa pembunuhan itu, tapi TV Libanon al-Mayadeen mengatakan, Mustafa Amine Badreddine tewas dalam serangan udara Israel terhadap sebuah lokasi dekat bandara Damaskus. Israel belum mengomentari pernyataan ini. Badreddine - dan tiga anggota Hizbullah diduga lainnya - dituduh membunuh mantan PM Libanon Rafik Hariri di Beirut pada tahun 2005. Mengumumkan kematian Badreddine ini, Hizbullah mengatakan: ""Dia mengambil bagian dalam sebagian besar operasi perlawanan Islam sejak tahun 1982.""Lahir pada tahun 1961, ia diyakini sebagai tokoh senior di sayap militer Hizbullah. Dia adalah sepupu dan ipar dari Imad Mughniyeh, yang adalah kepala sayap militer sebelum tewas trbunuh akibat bom mobil di Damaskus pada tahun 2008. Badreddine dilaporkan menjabat juga sebagai anggota Dewan Syura Hizbullah dan penasihat pemimpin Hizbullah, Hassan Nasrallah. Menurut sebuah laporan, anggota Hizbullah yang diinterogasi oleh Dinas Intelijen Keamanan Kanada (CSIS), menggambarkan Badreddine 'lebih berbahaya' dari Mughniyeh, yang merupakan 'gurunya dalam terorisme.'Mereka diduga bekerja sama pada pemboman barak Korps Marinir AS di Beirut, Oktober 1963, yang menewaskan 241 orang. Hizbullah - Partai Allah - adalah organisasi politik, militer dan sosial Syiah yang memiliki kekuasaan yang cukup besar di Lebanon. Kelompok ini muncul dengan bantuan Iran selama pendudukan Israel di Lebanon pada awal 1980-an, meskipun akar ideologisnya bisa ditarik jauh ke kebangkitan Islam Syiah di Lebanon pada 1960-an dan 70-an."
13	http://news.detik.com/internasional/3209774/penembakan-brutal-terjadi-di-kafe-irak-12-orang-tewas	13 Mei 2016	"Penembakan Brutal Terjadi di Kafe Irak, 12 Orang Tewas. Baghdad, - Aksi penembakan brutal terjadi di sebuah kafe populer di Irak. Setidaknya 12 orang tewas dan 25 orang lainnya luka-luka dalam insiden berdarah itu. Penembakan itu terjadi di kota Balad, Irak utara. Kota yang penduduknya sebagian besar Syiah itu, berlokasi sekitar 80 kilometer sebelah utara ibukota Baghdad. Menurut sumber-sumber kepolisian seperti dilansir kantor berita Reuters, Jumat (13/5/2016), penembakan itu dilakukan oleh tiga pria bersenjata. Dengan menggunakan senapan mesin, para penyerang menembaki korban-korbannya dari dalam mobil mereka, sebelum kemudian kabur dari lokasi. Penembakan itu berlangsung sekitar 10 menit. Sumber kepolisian mengatakan, wilayah sekitar lokasi kejadian merupakan wilayah yang dijaga ketat aparat kepolisian. Para penyerang harus melewati tiga pos pemeriksaan polisi sebelum mencapai target mereka. Sejauh ini belum ada pihak ataupun kelompok yang mengklaim bertanggung jawab atas penembakan itu. Penembakan ini terjadi menyusul serangan-serangan bom di Baghdad pada Rabu (11/5) waktu setempat, yang menewaskan 80 orang. Kelompok radikal ISIS telah mengklaim serangan bom tersebut.(ita/ita)"
14	http://www.bbc.com/indonesia/dunia/2015/12/151220_dunia_lebanon_suriah	20 Desember 2015	"Milisi Lebanon tewas karena serangan roket di Suriah. Seorang ,ilisi penting Lebanon, Samir Qantar, tewas karena serangan roket di dekat ibu kota Suriah, Damaskus, menurut Hisbullah. Kelompok militan Syiah di Lebanon itu memandang Israel yang bertanggung jawab atas serangan udara tersebut. Qantar dipenjara di Israel pada tahun 1979 karena terlibat serangan mematikan dan kemudian dibebaskan sebagai bagian dari pertukaran tahanan kontroversial dengan Hisbullah pada tahun 2008. Seorang menteri Israel menyambut baik kematian Qantar tapi tidak memastikan Israel yang bertanggung jawab. Ketika ditanyakan keterlibatan Israel, Menteri Konstruksi dan Perumahan, Yoav Gallant, mengatakan kepada Radio Israel: ""Saya tidak memastikan atau menyangkal apapun terkait hal ini.""Tetapi dia menambahkan: ""Adalah suatu kebaikan orang seperti Samir Qantar tidak lagi menjadi bagian dunia kita.""Qantar dikenal sebagai 'dekan tahanan Lebanon' selama masa penahanannya di Israel. Dia dihukum karena pembunuhan lewat serangan terhadap sebuah blok rumah susun sipil di Nahariya pada tahun 1979, yang dilakukannya saat berumur 16 tahun. Hisbullah mengirim ratusan milisi untuk berperang bersama-sama pasukan pendukung Presiden Suriah Bashar al-Assad."
15	http://news.detik.com/internasional/3209696/komandan-tinggi-hizbullah-tewas-dalam-serangan-udara-israel-di-suriah	13 Mei 2016	"Komandan Tinggi Hizbullah Tewas dalam Serangan Udara Israel di Suriah. Beirut, - Kelompok gerilyawan Libanon, Hizbullah kehilangan salah satu komandan tingginya. Pria bernama Mustafa Badreddine tersebut tewas dalam serangan udara Israel di Suriah. Badreddine merupakan saudara ipar mendiang panglima militer Hizbullah, Imad Moughniyah. Badreddine telah dinyatakan bersalah oleh Pengadilan Khusus untuk Libanon atas pembunuhan mantan Perdana Menteri Libanon Rafik al-Hariri pada tahun 2005. Menurut sumber-sumber keamanan, pria berumur 55 tahun itu merupakan salah satu pejabat tingkat tinggi di Hizbullah. ""Dia ikut serta dalam sebagian besar operasi perlawanan Islamis sejak 1982,"" demikian statemen Hizbullah saat mengumumkan kematian Badreddine seperti dilansir kantor berita Reuters, Jumat (13/5/2016). Hizbullah menyebut Badreddine sebagai ""pemimpin jihad yang hebat"". Hizbullah menyatakan, Badreddine tewas dalam ledakan besar yang menargetkan salah satu basisnya di dekat bandara Damaskus, Suriah. Disebutkan bahwa penyelidikan tengah dilakukan untuk memastikan apakah ledakan itu akibat serangan udara, serangan rudal, atau serangan artileri. Namun stasiun televisi Libanon, al-Mayadeen melaporkan, komandan Hizbullah itu tewas dalam serangan udara yang dilancarkan Israel di Suriah pada Selasa, 10 Mei malam waktu setempat. Sebelumnya, Badreddine telah divonis mati di Kuwait atas perannya dalam serangan-serangan bom di negeri itu pada tahun 1983. Dia kabur dari penjara di Kuwait setelah Irak, di bawah kepemimpinan Saddam Hussein, menginvasi Kuwait pada tahun 1990. Selama bertahun-tahun, Badreddine telah mendalangi operasi-operasi militer terhadap Israel dari Libanon dan luar negeri. Dia selama ini berhasil lolos dari penangkapan otoritas Arab dan Barat dengan beroperasi secara sembunyi-sembunyi.(ita/ita)"
